Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2064,30,95,450,167,168,488,Cache,C4703
3159,18,510,845,175,214,1825,Commanche,C7700
3125,9,285,2297,199,227,2403,Commanche,C7756
3018,25,124,1072,223,178,2418,Commanche,C7700
3245,8,268,2913,232,238,845,Rawah,C7202
2597,18,360,618,219,198,594,Commanche,C2705
3205,13,618,4264,201,215,3369,Rawah,C7745
2918,18,376,390,235,201,595,Rawah,C7745
2961,11,560,2833,226,246,2311,Commanche,C7702
3206,11,85,1765,210,217,755,Commanche,C7755
2648,6,190,752,227,227,1756,Rawah,C7202
2860,10,201,4535,226,245,4772,Rawah,C7746
2119,15,268,391,184,220,592,Cache,C4703
2409,11,201,742,239,224,1276,Cache,C2703
2873,29,67,5721,243,224,4481,Rawah,C7746
2955,5,175,1084,219,228,2233,Rawah,C7202
3313,1,124,1782,220,237,3136,Rawah,C8771
3141,10,277,1380,192,237,2139,Commanche,C7202
2728,4,335,2270,222,230,5622,Rawah,C4744
3039,29,120,3415,243,224,927,Commanche,C7757
2190,34,134,1282,111,223,1001,Cache,C4703
2494,10,592,870,193,233,342,Cache,C4703
2055,23,437,492,225,184,162,Cache,C2706
2959,16,426,5531,180,248,4339,Rawah,C7745
3275,16,510,3273,214,252,663,Commanche,C7756
3417,8,792,926,196,238,837,Neota,C7757
2922,9,85,5153,203,247,3803,Rawah,C6101
2818,22,124,2818,184,193,1931,Commanche,C7700
2994,20,42,2683,242,201,331,Rawah,C7102
2744,17,437,1253,220,250,875,Commanche,C2704
2588,33,85,1486,137,244,1273,Commanche,C2704
2707,10,42,2106,202,224,6807,Rawah,C4744
3077,7,30,3680,232,232,2242,Rawah,C7202
2016,10,0,330,203,223,417,Cache,C5101
3232,20,339,5112,247,228,1652,Rawah,C7746
3140,12,150,2028,234,241,3172,Commanche,C7757
2991,17,67,4916,177,216,1091,Rawah,C7745
3203,18,234,1253,204,254,4493,Neota,C7201
3162,16,360,3046,246,226,3226,Rawah,C7745
3084,6,60,899,229,232,1892,Rawah,C7202
2402,6,242,540,229,230,842,Commanche,C2703
3166,6,192,3137,218,245,1253,Commanche,C7756
2797,16,371,1676,245,214,553,Commanche,C7755
2715,11,240,1442,238,222,3955,Rawah,C7745
3101,2,330,1355,217,234,1371,Neota,C7202
3192,4,170,2549,227,234,1006,Rawah,C7202
2936,16,201,5690,192,253,2890,Rawah,C7745
3106,13,0,3045,234,214,942,Commanche,C7202
3215,17,234,4559,175,220,886,Commanche,C7756
2877,7,391,3933,232,237,5939,Rawah,C4744
3059,6,598,1731,230,237,2502,Rawah,C7745
2597,35,175,2289,209,235,987,Commanche,C2705
2756,17,162,1638,177,219,1181,Commanche,C4703
2935,31,270,2546,119,220,1587,Commanche,C7757
3293,11,255,446,199,224,1158,Neota,C7756
2791,27,60,1242,249,218,1689,Commanche,C7757
2258,3,0,319,224,234,384,Cache,C4703
3120,20,503,2108,181,200,1416,Commanche,C7756
2926,22,216,1620,206,185,2802,Commanche,C7700
2277,26,90,309,253,198,1774,Cache,C2704
3084,4,480,2547,209,237,1199,Commanche,C7756
3186,10,690,1940,203,222,2467,Commanche,C7755
3274,12,631,691,186,233,671,Commanche,C7756
2801,11,192,3225,196,225,6179,Rawah,C4744
2839,13,342,3001,186,229,2897,Rawah,C4744
2922,8,540,4448,223,223,4640,Rawah,C7202
2819,13,361,2372,188,226,1756,Commanche,C7757
3027,7,270,2975,204,231,6036,Rawah,C7745
2952,9,319,5274,201,246,4184,Rawah,C7102
3205,22,242,4669,157,240,3439,Rawah,C7745
3205,6,201,4087,213,228,3220,Rawah,C7745
2627,17,85,860,191,207,1687,Commanche,C7757
3291,13,391,1816,204,215,1146,Commanche,C7755
2776,23,283,2994,252,214,1377,Commanche,C4703
2731,6,300,1406,232,233,892,Commanche,C4704
3053,11,182,1254,206,218,2678,Commanche,C7201
3423,13,510,1639,184,236,815,Commanche,C8776
3091,27,268,3544,242,228,984,Commanche,C7757
3167,17,270,2347,246,226,1570,Commanche,C7756
2948,33,313,2598,147,247,793,Commanche,C4758
2915,16,451,1831,182,248,1031,Commanche,C7755
2588,19,180,977,249,219,693,Rawah,C7746
3235,15,658,3289,183,248,1015,Commanche,C7756
3184,31,690,1062,248,214,2477,Rawah,C7745
3172,10,376,3037,191,242,1146,Commanche,C7756
2758,10,30,1972,198,227,3328,Rawah,C7102
3000,13,108,2431,188,224,1518,Commanche,C7757
2973,25,339,1485,143,225,1057,Commanche,C7757
3241,19,300,4664,165,241,3333,Rawah,C7745
3211,16,309,4765,173,235,3248,Rawah,C7745
2812,9,85,2120,198,244,3019,Rawah,C7746
3146,15,180,5704,187,250,2884,Rawah,C7201
3284,9,42,6038,200,247,446,Rawah,C7201
3107,8,390,2468,233,229,2575,Commanche,C7756
2785,13,210,1581,241,227,2521,Rawah,C7202
2671,15,60,1266,207,206,1811,Commanche,C7757
2808,22,124,902,153,235,1758,Commanche,C4758
2699,27,212,1884,211,247,1475,Commanche,C4703
2555,3,541,1006,224,234,1209,Commanche,C2703
3078,8,175,603,229,242,1722,Rawah,C7202
2976,11,342,3798,189,241,914,Rawah,C7745
3073,11,362,2864,239,226,6224,Rawah,C7745
2677,22,446,474,206,253,864,Commanche,C2704
3100,17,807,2089,240,207,2938,Commanche,C7755
3194,16,42,1677,232,204,2486,Rawah,C7201
3241,5,90,4209,220,229,1100,Rawah,C8772
2939,10,30,3703,236,236,6253,Rawah,C7745
3023,23,85,636,248,199,1878,Rawah,C7745
3124,33,234,1368,219,152,2659,Commanche,C7757
3199,13,330,5531,237,217,2694,Rawah,C7745
2604,4,0,1507,226,239,277,Commanche,C2705
2905,18,474,3271,172,218,633,Commanche,C7757
2639,8,30,1380,219,224,150,Rawah,C4201
2944,6,277,661,220,227,1826,Commanche,C7756
2981,4,335,1761,227,236,2508,Commanche,C7756
2992,28,511,2335,187,252,1237,Commanche,C4758
3424,11,834,966,190,236,874,Neota,C7757
2167,35,108,240,106,188,658,Cache,C4703
3263,16,361,1090,234,242,2563,Rawah,C7201
2733,26,240,1237,205,174,1958,Commanche,C7757
2571,27,85,457,252,212,1890,Rawah,C7746
2712,9,30,1413,234,238,2480,Commanche,C4703
3106,13,270,3785,237,239,2942,Rawah,C7745
3040,18,371,2896,166,237,2388,Commanche,C7202
2962,10,30,4311,203,223,300,Rawah,C7745
2833,6,242,2624,229,238,2588,Rawah,C7746
2445,12,547,875,234,241,1131,Cache,C2704
3055,13,108,216,194,217,1026,Rawah,C7201
2194,10,283,469,210,220,711,Cache,C4703
3390,8,845,674,234,234,162,Neota,C8771
2885,12,400,2051,205,217,1624,Commanche,C7755
3254,18,192,1608,176,213,2761,Rawah,C7745
3385,14,426,2264,229,246,541,Commanche,C8771
3295,14,382,4227,178,235,1707,Commanche,C8772
3387,7,30,1729,231,231,3332,Neota,C8703
2960,13,192,1481,189,248,942,Commanche,C7757
2955,8,362,794,209,224,1842,Commanche,C7756
3479,6,732,1019,206,244,1116,Neota,C8776
2336,11,180,1087,190,239,1012,Cache,C4704
2807,21,150,3958,232,192,1020,Rawah,C7201
2828,16,451,2526,208,205,2623,Rawah,C7745
2912,17,150,1774,171,224,2377,Commanche,C7757
2876,18,466,2467,200,202,1544,Commanche,C7757
2453,24,150,757,225,180,1055,Commanche,C4703
3109,9,564,5303,218,221,1556,Rawah,C7102
3021,2,300,1948,216,235,1499,Commanche,C7756
2763,11,330,1920,225,246,1187,Rawah,C7745
3302,15,658,1036,212,207,481,Rawah,C7201
2538,6,335,649,227,228,3542,Rawah,C6731
2640,16,67,2343,244,231,2442,Commanche,C2705
2939,14,295,5664,243,223,4286,Rawah,C7745
2745,10,417,2466,216,219,1879,Commanche,C7756
2975,11,384,5253,237,222,2710,Rawah,C7746
2818,23,60,4535,247,226,283,Rawah,C7201
3123,13,1198,3120,239,236,1490,Commanche,C7757
2295,23,60,1159,151,218,713,Cache,C4703
3275,2,0,5610,218,234,642,Rawah,C8771
2691,11,272,1053,225,216,1956,Rawah,C7745
2869,23,417,638,218,183,789,Commanche,C7757
2996,14,201,4068,213,209,1024,Rawah,C7745
2913,10,180,5284,198,247,4728,Rawah,C7202
3095,5,390,2024,222,228,2766,Commanche,C7756
2353,21,361,891,229,244,420,Cache,C2717
3246,10,391,2512,224,218,3283,Commanche,C7755
3008,18,454,5877,242,234,4139,Rawah,C7746
3174,6,895,1519,204,235,2550,Commanche,C7756
3044,15,571,2663,176,231,1595,Commanche,C7757
2855,9,85,3125,216,220,4212,Rawah,C7745
3096,22,108,4460,162,210,1149,Rawah,C7201
2322,17,331,832,202,202,918,Cache,C4703
2751,8,90,1465,208,247,2420,Rawah,C7745
2353,18,42,430,232,199,537,Commanche,C4703
3289,11,30,1342,228,218,3483,Neota,C8771
3009,16,60,319,182,215,1806,Commanche,C7201
2949,12,258,5951,236,240,3371,Rawah,C7746
2683,3,418,1648,224,233,5974,Rawah,C4744
2777,18,0,2946,195,203,342,Commanche,C7757
2263,10,150,390,202,248,511,Cache,C4703
3031,7,607,5552,233,234,5946,Rawah,C4744
2732,17,42,1332,206,203,1588,Commanche,C7700
2835,29,67,849,132,201,1194,Commanche,C7202
3241,8,779,4175,218,247,2534,Rawah,C7202
3393,7,268,2997,204,245,1987,Rawah,C8772
2059,27,150,180,215,171,108,Cache,C4703
3321,14,324,1852,242,231,3060,Neota,C8771
3020,15,446,295,196,211,850,Commanche,C7757
3041,1,661,5814,219,236,5209,Rawah,C4744
3207,6,67,1465,208,231,902,Commanche,C7201
3203,13,582,4202,205,214,3439,Rawah,C7202
3007,13,0,1482,240,220,560,Commanche,C7755
2501,21,270,785,173,204,1398,Cache,C4703
2923,10,0,1857,204,223,2479,Commanche,C7101
3052,17,418,1542,171,229,3221,Rawah,C7201
2835,12,242,2213,238,236,2163,Commanche,C7702
3192,8,390,1616,198,241,170,Commanche,C7202
2894,2,534,3804,223,237,3246,Rawah,C4744
3192,11,408,2156,211,216,674,Commanche,C7202
3107,6,481,659,208,230,918,Neota,C7201
3165,33,212,3700,253,178,2704,Commanche,C7757
3336,9,684,764,234,238,4519,Neota,C7757
3096,9,134,3136,201,228,3170,Rawah,C7746
3323,9,150,4136,199,230,1429,Rawah,C7745
2727,6,201,1052,223,244,2040,Rawah,C4744
2533,10,342,67,237,235,1964,Cache,C2717
3253,13,774,3353,185,243,2022,Commanche,C7755
3051,4,424,2343,221,230,2167,Commanche,C7756
2188,24,134,1022,174,188,626,Cache,C4703
3259,12,600,3598,193,249,2006,Commanche,C7757
3028,7,228,4914,201,234,932,Rawah,C7745
2848,8,42,3063,221,222,4495,Rawah,C7745
2622,9,382,1041,234,227,3653,Rawah,C7745
3278,9,90,3983,237,230,2140,Rawah,C8771
2829,16,90,3331,225,204,2678,Rawah,C4744
3279,18,426,3313,229,200,1978,Commanche,C8772
3087,24,150,3500,242,232,865,Commanche,C7757
2945,16,395,5826,191,252,6452,Rawah,C7745
3200,23,242,2724,222,183,1537,Commanche,C7700
2733,10,67,2307,205,221,6837,Rawah,C4744
2941,22,331,2791,246,199,1279,Commanche,C4703
2929,16,216,757,222,204,1921,Rawah,C7745
2988,23,339,2421,208,182,1879,Commanche,C7757
3186,9,175,5391,235,228,3042,Rawah,C7202
2896,8,268,1273,198,240,2724,Commanche,C7757
3043,10,1201,3121,206,249,1189,Commanche,C7790
2766,15,30,2240,189,216,3031,Rawah,C7202
2927,22,175,5350,239,236,534,Rawah,C7746
2489,3,0,1198,225,236,1350,Commanche,C6102
2802,16,150,2106,202,206,1092,Commanche,C7757
2533,9,0,484,211,221,2095,Rawah,C7102
3248,9,85,2713,233,225,1655,Commanche,C8771
3067,22,395,2493,157,214,2220,Commanche,C7756
2978,8,30,5987,205,228,3424,Rawah,C7102
2808,4,360,2024,226,237,2182,Rawah,C4744
3020,14,60,240,243,223,1233,Commanche,C7756
2649,12,162,1253,240,223,607,Rawah,C7202
3439,15,924,3399,229,246,1146,Commanche,C8707
2944,4,95,4006,212,234,4920,Rawah,C7745
3247,16,418,518,173,236,1224,Neota,C7202
3290,13,242,2093,241,220,1294,Rawah,C7745
2247,17,0,1475,247,222,379,Cache,C2704
2908,9,30,2122,196,241,1592,Commanche,C7202
2713,11,420,1121,240,228,2096,Rawah,C7745
3082,4,228,2958,223,241,1598,Commanche,C7756
2876,2,309,2399,218,233,2117,Rawah,C4744
3002,8,210,4002,198,234,1565,Rawah,C7202
2739,39,212,598,243,148,1107,Commanche,C7757
2132,14,201,484,223,249,845,Cache,C2703
3014,5,218,3862,224,230,2434,Rawah,C7746
3284,16,376,1395,189,211,2553,Rawah,C7745
2729,10,513,2504,210,221,1593,Commanche,C7756
2759,17,170,1597,200,204,1104,Commanche,C7755
2571,19,67,1024,179,207,552,Rawah,C7745
3223,13,277,4009,232,243,1994,Commanche,C7757
2408,17,283,859,247,216,825,Cache,C2704
3018,13,283,3025,208,213,6042,Rawah,C7745
2461,27,240,750,253,195,516,Cache,C2702
3132,24,201,2858,252,202,3703,Rawah,C7201
3044,19,930,990,184,202,1454,Commanche,C7700
3230,8,658,2742,230,226,3114,Commanche,C7755
3358,8,350,1126,199,235,841,Rawah,C8772
2961,12,175,540,232,217,2195,Rawah,C7745
2365,20,150,902,207,194,960,Cache,C4703
3099,6,256,1873,230,233,2116,Rawah,C7745
3151,12,268,875,187,240,1317,Commanche,C7202
3183,16,60,2663,229,246,2706,Rawah,C7745
3280,17,124,1806,230,201,976,Commanche,C8772
2855,12,0,2696,193,221,2081,Rawah,C7202
2581,20,30,895,184,198,3222,Rawah,C7102
2946,16,60,4636,225,204,4628,Rawah,C7745
3359,9,677,1578,231,241,1451,Neota,C7755
3240,8,420,2049,235,232,1786,Commanche,C7756
3166,6,488,4526,230,229,2089,Rawah,C7745
2694,23,95,120,246,194,914,Rawah,C7746
2824,8,351,1986,230,226,834,Commanche,C4704
2362,22,150,124,157,213,509,Cache,C4703
3301,18,646,3691,175,216,1358,Commanche,C7201
3204,6,85,3235,204,233,1415,Rawah,C7745
2672,11,120,1911,238,223,532,Commanche,C4704
3207,14,684,1852,236,212,2661,Commanche,C7757
2835,14,0,3303,202,210,2572,Rawah,C7202
2931,9,600,618,208,224,1082,Commanche,C7700
2940,11,516,2785,190,230,1337,Commanche,C7755
3268,7,212,5155,231,231,571,Rawah,C7745
3126,27,339,4679,214,171,3260,Rawah,C7745
2916,23,182,1698,172,193,2654,Commanche,C7757
3136,1,67,641,220,238,2438,Neota,C6731
2631,14,30,1566,196,251,124,Commanche,C2705
2363,25,30,1130,144,212,1114,Cache,C4703
3025,17,212,579,217,202,1765,Rawah,C7745
3274,5,67,1816,206,234,1399,Commanche,C8771
3001,13,301,5290,219,211,6337,Rawah,C7745
2790,13,30,2251,236,240,1423,Rawah,C7746
3004,7,201,270,232,230,1121,Rawah,C7201
2520,20,484,1012,207,193,949,Commanche,C4703
2156,33,95,594,181,152,518,Cache,C4703
3292,13,646,2287,191,221,872,Commanche,C7201
2837,18,295,3167,244,207,1529,Commanche,C2705
2615,18,85,1772,186,253,892,Commanche,C2704
2830,15,391,2697,200,211,127,Commanche,C4703
3005,10,85,2171,232,222,1530,Commanche,C7755
3209,10,582,6185,202,224,1266,Rawah,C7745
3206,15,564,2737,232,244,3231,Commanche,C7757
3303,16,700,3208,198,207,703,Commanche,C7700
3219,13,693,2021,209,211,324,Commanche,C7790
2977,5,875,1087,207,239,2192,Commanche,C7756
2845,9,0,3014,224,220,4101,Rawah,C7202
2643,6,150,560,205,233,1253,Rawah,C7745
2984,16,30,977,238,239,780,Commanche,C7202
2888,21,524,2305,235,241,1947,Commanche,C4703
2862,16,127,488,210,205,408,Commanche,C7755
3185,10,743,2359,238,227,2858,Commanche,C7755
3351,26,655,968,253,196,5551,Neota,C8776
3321,24,420,1839,231,183,1126,Commanche,C7755
3253,17,618,2317,212,202,2393,Commanche,C7700
3246,10,270,2130,234,240,1798,Commanche,C7756
3225,10,30,3660,191,239,1690,Rawah,C7201
2263,17,60,404,194,206,467,Cache,C4703
3132,13,30,558,191,220,2113,Neota,C7201
3036,4,365,2972,215,231,1273,Commanche,C7756
3121,9,295,2552,201,227,992,Rawah,C7745
2690,2,150,1800,220,234,6662,Rawah,C4744
2922,14,700,1168,198,214,765,Commanche,C7755
3381,12,430,1411,238,221,870,Commanche,C8772
3118,6,42,1986,204,240,2148,Commanche,C7756
3238,6,67,616,212,227,1170,Neota,C7101
2866,21,95,4127,166,248,698,Rawah,C7745
2013,36,95,285,101,207,553,Cache,C4703
2982,7,390,4453,201,241,5616,Rawah,C4744
3013,11,192,2221,196,225,1054,Commanche,C7201
3102,24,644,644,173,192,1734,Rawah,C7746
2855,26,162,3146,179,254,1465,Commanche,C2705
2975,9,295,3730,233,224,2007,Rawah,C4744
3035,9,90,2282,196,231,1136,Commanche,C7202
3262,19,85,3437,208,253,603,Commanche,C7757
2903,29,201,5028,128,217,4772,Rawah,C7745
2326,17,42,85,177,215,150,Cache,C4703
3350,8,162,2989,229,242,524,Commanche,C8771
2909,10,216,3967,195,228,5838,Rawah,C7745
2973,6,362,4920,225,228,2484,Rawah,C7202
3346,17,30,1507,246,214,1663,Neota,C8771
2938,15,150,3013,180,223,2192,Rawah,C7745
3309,19,767,2476,228,246,1691,Commanche,C7757
3775,8,860,5147,199,234,3236,Commanche,C8776
2767,14,120,1515,199,212,1487,Commanche,C4703
3192,16,450,553,246,222,2029,Rawah,C7201
2994,6,162,4056,218,226,1040,Rawah,C7745
2781,8,510,2897,215,222,6546,Rawah,C4744
2814,16,120,3331,205,204,5766,Rawah,C7746
3023,6,90,1050,213,229,920,Commanche,C7202
3368,18,124,4140,248,221,3719,Commanche,C7757
3165,16,780,4175,210,204,3977,Rawah,C7745
3002,23,30,644,251,201,1894,Rawah,C7745
2842,11,210,2171,238,233,2222,Commanche,C7702
2709,19,182,1825,225,195,1065,Commanche,C4703
3181,15,150,1637,229,206,1514,Rawah,C7745
2934,7,616,2797,210,226,1233,Commanche,C7755
2312,15,0,1530,189,215,553,Cache,C6102
3231,2,67,3395,222,235,1958,Rawah,C8771
3194,9,60,2315,235,232,999,Rawah,C7202
2751,14,60,618,201,212,2413,Commanche,C4704
3011,7,242,4306,230,238,782,Rawah,C7745
2948,14,886,2703,219,250,1245,Commanche,C7790
2972,10,247,6063,204,222,3904,Rawah,C7700
2595,9,212,242,236,228,1153,Rawah,C4744
3118,12,618,1159,203,217,1200,Commanche,C7755
3147,13,362,5785,193,250,2506,Rawah,C7746
2878,36,806,955,101,208,1919,Commanche,C7710
2959,13,313,5827,205,213,4500,Rawah,C7745
3229,13,60,2862,216,212,2687,Rawah,C7745
2818,5,108,3450,227,233,6199,Rawah,C4744
3240,20,201,4264,162,221,2315,Commanche,C7756
3194,11,390,920,235,221,1290,Neota,C7756
3069,11,210,3301,206,220,1321,Commanche,C7756
3194,8,218,1248,232,239,2458,Rawah,C7745
2998,27,666,1165,244,181,1057,Rawah,C7745
3071,8,42,1400,216,224,3127,Commanche,C7202
3187,13,0,4176,184,235,1296,Commanche,C7201
3125,6,537,1885,211,230,2589,Commanche,C7756
3052,12,95,3120,194,249,1307,Commanche,C7757
3171,14,300,755,183,229,1261,Commanche,C7202
3476,20,192,4060,240,236,4106,Commanche,C8776
2841,17,90,2567,172,241,2270,Commanche,C7201
3133,14,0,3000,224,210,3163,Commanche,C7755
2820,19,60,2244,249,220,1106,Commanche,C4703
2961,13,182,1565,219,250,2686,Commanche,C7757
3095,6,175,1351,203,241,1510,Commanche,C7202
2865,15,492,3202,202,209,1326,Commanche,C7756
3079,14,703,1900,220,209,3089,Commanche,C7755
3141,14,607,3371,196,252,1952,Commanche,C7755
3085,10,216,4002,234,239,524,Rawah,C7745
3353,7,60,2886,216,225,2138,Rawah,C8771
3312,8,664,1080,205,226,2361,Rawah,C7202
2259,43,95,1410,71,178,1060,Cache,C4703
3047,12,331,5584,236,219,4201,Rawah,C7745
3191,16,134,2738,242,234,872,Commanche,C7202
2682,8,90,1614,220,246,5552,Rawah,C7745
2312,13,30,1173,203,214,218,Cache,C6101
2473,13,391,785,189,223,1218,Cache,C2717
3231,11,175,1516,238,226,1433,Rawah,C7745
2982,12,150,5523,214,251,2557,Rawah,C7202
3097,15,210,3944,242,215,459,Rawah,C7745
3068,5,180,242,226,241,1173,Commanche,C7201
3198,12,443,4555,239,234,1707,Rawah,C7745
3002,26,400,408,231,177,1355,Rawah,C7746
2985,10,67,5262,204,222,2348,Rawah,C7745
3011,31,323,1022,121,219,2785,Rawah,C7745
2761,9,192,2597,232,239,2081,Commanche,C4704
3034,11,228,3013,217,216,1565,Commanche,C7756
3077,16,404,3371,203,205,3004,Rawah,C7745
2379,29,400,1276,151,181,330,Cache,C4703
2925,16,361,2058,192,209,1167,Commanche,C7757
2737,21,120,1127,199,192,1950,Commanche,C7700
2449,14,60,430,183,228,1842,Cache,C2717
2573,10,532,1201,230,220,1530,Commanche,C4704
2853,20,351,2372,170,248,430,Commanche,C7757
3246,6,960,1476,214,228,2934,Neota,C7202
3045,3,324,2505,220,232,781,Rawah,C7202
2618,27,42,847,254,198,2077,Rawah,C7746
3158,9,120,5657,201,247,2310,Rawah,C7201
3386,10,430,1561,208,222,2192,Commanche,C7756
3034,12,268,5707,198,251,2738,Rawah,C7745
2940,16,433,525,208,205,700,Commanche,C7755
2960,14,108,3277,183,244,1922,Commanche,C7700
2945,17,162,6004,170,226,4959,Rawah,C7746
3188,17,192,2312,240,208,2230,Rawah,C7746
2935,9,351,2627,234,238,2446,Commanche,C7702
3219,16,201,648,219,203,1642,Rawah,C7201
3297,22,60,2130,158,214,1500,Commanche,C7755
3279,9,845,1758,207,225,2695,Neota,C7202
3027,24,212,2524,216,180,2171,Commanche,C7757
3185,9,175,4469,206,225,3252,Rawah,C7202
3195,5,216,2496,225,229,1065,Rawah,C7202
2690,20,216,2468,242,234,2293,Commanche,C2705
2714,7,309,927,221,225,2147,Rawah,C7745
2962,12,424,3355,241,229,5995,Rawah,C7745
3060,6,408,2619,204,240,2014,Commanche,C7756
2795,6,323,2160,230,231,2454,Rawah,C4744
2986,20,192,2949,186,254,977,Commanche,C4758
2934,17,999,2461,180,215,932,Commanche,C7700
2925,14,342,942,181,239,874,Commanche,C7756
2889,15,175,1575,242,218,2081,Commanche,C2705
2975,19,255,3042,179,251,1991,Commanche,C4758
3012,14,30,1705,183,226,1958,Rawah,C7745
2729,20,67,1871,246,205,977,Commanche,C7757
2939,11,30,1062,224,247,577,Commanche,C4758
3224,10,283,3260,236,225,4629,Rawah,C8772
3132,14,108,3211,179,234,1507,Commanche,C7202
2985,8,418,4760,235,231,6279,Rawah,C4744
3133,23,309,3311,250,201,589,Commanche,C7757
2834,21,42,4903,163,214,247,Rawah,C7745
3101,11,297,2829,219,215,2944,Commanche,C7755
2731,21,85,691,215,250,2133,Commanche,C2705
3178,13,708,1260,231,214,2423,Commanche,C7756
2517,26,108,900,195,173,1348,Commanche,C7757
2518,30,95,1461,206,245,480,Commanche,C2705
2907,19,120,3200,249,220,1304,Commanche,C4758
2664,15,60,1425,244,227,1546,Commanche,C4704
3035,10,150,3589,191,237,1718,Commanche,C7201
2955,5,175,5190,228,237,2230,Rawah,C7202
2955,10,67,1598,199,224,3404,Rawah,C7202
2514,28,351,618,143,196,1243,Commanche,C7757
3387,9,272,4392,213,221,3878,Rawah,C8776
3020,10,331,1802,195,232,1895,Commanche,C7755
2374,32,295,1565,250,174,210,Cache,C2704
2149,16,30,960,183,218,750,Cache,C4703
3233,29,518,1773,127,209,3216,Rawah,C7745
2762,27,382,2482,252,190,2137,Commanche,C4703
2599,11,295,601,232,218,1506,Commanche,C2703
2995,10,42,4094,218,218,2373,Rawah,C7700
2815,12,212,631,236,239,2820,Commanche,C4704
3290,11,313,5144,190,233,1362,Rawah,C7745
2901,23,785,2656,252,210,1734,Commanche,C4703
2043,34,60,180,128,240,162,Cache,C2706
3279,17,404,1549,208,253,4156,Neota,C7756
2671,6,240,270,219,228,785,Commanche,C4704
3139,23,663,1879,204,183,2012,Commanche,C7757
2849,19,242,720,249,213,1001,Rawah,C7746
2693,4,0,1484,218,243,2375,Commanche,C6102
3100,19,268,2846,165,222,742,Rawah,C7745
3034,6,0,6731,224,227,3141,Rawah,C7746
2704,9,242,319,232,224,1092,Commanche,C4704
2926,17,170,5442,242,234,4075,Rawah,C7745
2912,10,30,1772,238,233,2379,Commanche,C7756
3161,16,30,4184,220,202,3454,Commanche,C7201
3041,9,324,5232,236,232,3192,Rawah,C7746
3069,11,150,1406,191,235,2255,Rawah,C7745
2154,32,228,426,125,235,513,Cache,C4703
2719,8,60,2275,230,225,2402,Commanche,C4704
3001,13,642,5736,195,251,4335,Rawah,C7745
2982,16,400,5286,180,248,1050,Rawah,C7746
3265,7,210,3535,222,225,1819,Rawah,C7745
2762,8,85,932,205,228,2109,Commanche,C4704
3218,13,0,4392,233,242,2197,Rawah,C7202
3061,17,175,1613,172,241,1364,Commanche,C7202
2466,16,95,351,242,211,1888,Cache,C2717
3391,12,150,2249,185,234,1624,Commanche,C8771
2990,24,767,782,175,188,1262,Commanche,C7700
3111,11,30,1008,237,235,1834,Rawah,C7202
2855,10,30,1784,235,223,2017,Commanche,C6102
2788,11,270,726,237,236,2334,Rawah,C7746
3155,27,443,1717,139,203,3245,Rawah,C7745
2579,5,95,890,217,230,1959,Rawah,C7746
3088,8,285,424,216,223,1617,Commanche,C7756
3121,11,150,2058,225,246,607,Rawah,C7202
2905,13,120,703,237,216,685,Rawah,C7201
2919,15,192,2042,237,212,2256,Commanche,C7201
3141,16,153,4726,235,207,1805,Rawah,C7202
2522,8,180,1140,233,237,4916,Rawah,C6731
3154,8,424,5645,207,225,730,Rawah,C7745
3263,11,760,1401,196,248,2689,Commanche,C7755
2747,9,339,1566,200,230,2008,Commanche,C4704
2984,16,258,2902,174,231,853,Commanche,C4758
2704,10,30,1742,193,241,759,Commanche,C7755
2911,11,270,5121,200,250,582,Rawah,C7745
3329,15,30,2395,232,207,4093,Neota,C8703
3378,15,543,3121,218,207,2251,Commanche,C8772
2237,34,361,424,187,146,616,Cache,C4703
2302,40,503,785,114,235,892,Cache,C2702
3244,16,256,997,184,250,330,Commanche,C7756
3104,10,85,4344,205,221,3436,Rawah,C7201
3231,10,182,4524,193,243,3234,Rawah,C7745
3001,7,942,5851,201,236,6120,Rawah,C7102
2998,14,335,1832,186,222,1548,Commanche,C7757
2039,28,120,150,210,168,124,Cache,C4703
3338,15,108,2376,193,214,495,Commanche,C8772
3216,24,192,1725,201,252,4200,Neota,C7201
2574,17,90,871,247,223,841,Rawah,C7746
3122,8,153,1315,227,224,2112,Rawah,C7202
2880,29,192,430,196,164,433,Commanche,C7757
2561,28,255,1690,186,252,560,Commanche,C2705
3214,9,60,3945,202,228,1405,Rawah,C7201
2963,39,150,1188,239,142,1598,Commanche,C7757
3213,14,60,4320,235,212,1911,Rawah,C7202
2848,27,127,2322,177,177,725,Commanche,C7757
3265,22,454,1120,157,240,1994,Rawah,C7745
3160,5,513,1992,220,244,895,Commanche,C4758
3105,8,247,1756,229,241,2164,Rawah,C7746
3095,16,470,1595,223,203,3445,Commanche,C7757
3129,6,258,2732,204,234,911,Rawah,C7745
2943,16,85,2345,196,209,1827,Commanche,C7757
3054,33,335,216,122,180,1249,Commanche,C7700
3171,13,150,1361,185,235,2282,Rawah,C7745
2718,12,120,1718,189,246,864,Commanche,C7757
3167,31,300,1170,203,157,474,Rawah,C7201
3044,13,618,3783,208,213,4671,Rawah,C7745
2942,5,319,3975,217,229,4751,Rawah,C4744
3130,12,175,2418,185,234,721,Commanche,C7756
